Product_ID,Product_Name,Category_Type,Sale_Price,Original_Price,Discount_Percentage,Rating,Review_Count,Stock_Status,Available_Colors,Tags,Source_URL
10256587227414,Evo Earbuds,Earbuds,"Rs.3,799","Rs.14,999",75% OFF,4.82,673,In Stock,"Jet Black, Ruby Red, Milky White, Midnight Blue, Forest Green","10 10 Sale, 11 11 Pair One, 11 11 Pair Two, compare, defence bestsellers, defence-earbuds, earbuds, Evo, Gaming Earbuds, Hot deals, jinnah-sale, Monsoon 1000, Monsoon 2000, Monsoon 500, Productivity, sale",https://zerolifestyle.co/products/evo-earbuds
10234270712086,Visionary Smartwatch,Smart Watch,"Rs.12,999","Rs.32,999",61% OFF,4.79,52,In Stock,"Starlight Silicone, Black Silicone, Brown Silicone, Rainbow, Olive Green Silicone, Blue Leather, Orange Silicone","10 10 Sale, defence bestsellers, Hot deals, jinnah-sale, platinum series products, sale, smart watch, smart watch price, smart watch price in pakistan, smartwatch, Vision 2026, visionary",https://zerolifestyle.co/products/visionary-smartwatch
10224913252630,Zenith Headphones,Headphones,"Rs.6,999","Rs.16,999",59% OFF,4.87,110,Out of Stock,"Carbon Black, Midnight Blue, Chocolate Brown","10 10 Sale, compare, defence bestsellers, defence watches, defence-earbuds, Experience at Zero, Hot deals, jinnah-sale, Monsoon 1000, Monsoon 2000, Monsoon 500, Productivity, Summer 1000, Summer 2000, Summer 500, zenith",https://zerolifestyle.co/products/zenith-headphones
10202956103958,Nebula Earbuds,Earbuds,"Rs.6,999","Rs.12,999",46% OFF,4.92,105,In Stock,"Royal Blue, Charcoal Black, Creamy Beige","10 10 Sale, defence-earbuds, earbuds, Hot deals, nebula, preorder, sale, Vision 2026",https://zerolifestyle.co/products/nebula-earbuds
10142308434198,Lunar 360 Smartwatch,Smart Watch,"Rs.13,999","Rs.29,999",53% OFF,4.92,117,In Stock,"Blue Silicone, Black Gold Silicone, Blue Leather, Brown Leather, Green Leather, Grey Silver Silicone, Green Silicone, Black Silicone, Black Leather","10 10 Sale, defence bestsellers, defence watches, Experience at Zero, Hot deals, jinnah-sale, lifestyle, lunar, platinum series products, smart watch, smart watch price, smart watch price in pakistan, smartwatch, Vision 2026",https://zerolifestyle.co/products/lunar-360-smartwatch
10112858161430,J-10C Earbuds,Earbuds,"Rs.7,999","Rs.11,999",33% OFF,4.9,42,In Stock,"Forest Green, J-10 C Gift Box","10 10 Sale, defence bestsellers, defence-earbuds, earbuds, Hot deals, J-10C, pre-order",https://zerolifestyle.co/products/j-10c-earbuds
10107922612502,Crystal Earbuds,Earbuds,"Rs.4,999","Rs.13,999",64% OFF,4.73,91,In Stock,"Pure Black, Rich Brown, Aqua Blue, Midnight Coral","10 10 Sale, 11 11 Pair One, 11 11 Pair Two, compare, crystal, daraz, defence bestsellers, defence-earbuds, delivery, earbuds, Funday Sale, Gaming Earbuds, Hot deals, jinnah-sale, lifestyle, luxury, Monsoon 1000, Monsoon 2000, Monsoon 500, Productivity, sale",https://zerolifestyle.co/products/crystal-earbuds
10107161510166,Snap Zbuds,Earbuds,"Rs.6,999","Rs.14,999",53% OFF,4.78,207,In Stock,"Lavender Haze, Cool Grey, Pearl White","10 10 Sale, daraz, defence bestsellers, defence watches, defence-earbuds, earbuds, Funday Sale, Gaming Earbuds, Hot deals, jinnah-sale, lifestyle, luxury, preorder, Productivity, snap",https://zerolifestyle.co/products/snap-zbuds
10063563882774,Legacy Smartwatch,Smart Watch,"Rs.17,999","Rs.24,999",28% OFF,4.9,83,In Stock,"Black Gold, Gold Black, Silver Blue","10 10 Sale, defence bestsellers, defence watches, Hot deals, jinnah-sale, legacy, lifestyle, luxury, platinum series products, pre-order, preorder, smart watch, smart watch price, smart watch price in pakistan, smartwatch, Vision 2026",https://zerolifestyle.co/products/legacy-smartwatch
9406685085974,Vision Smartwatch,Smart Watch,"Rs.9,899","Rs.24,999",60% OFF,4.81,52,In Stock,"Black, Gray Silver, Blue Silver, Black Gold, Beige Gold","Clearance, sale, smartwatch",https://zerolifestyle.co/products/vision-smartwatch
10029347143958,Arcade Beast,Earbuds,"Rs.5,499","Rs.11,999",54% OFF,4.83,36,In Stock,"Stealth Black, Thunder Blue, Convert White, Gaming black","Arcade Series, beast, Clearance, defence-earbuds, earbuds, Gaming Earbuds, Hot deals",https://zerolifestyle.co/products/arcade-beast
9985435992342,Orbit 2 Smartwatch,Smart Watch,"Rs.7,499","Rs.22,999",67% OFF,4.84,216,Out of Stock,"Gray Silver, Black, Coffee, Black Gold, Marsala Gold, Pink Golden","10 10 Sale, 11 11 Pair One, 11 11 Pair Two, defence bestsellers, defence watches, Funday Sale, Hot deals, lifestyle, limited, luxury, orbit-2, Productivity, sale, smart watch, smart watch price, smart watch price in pakistan, smartwatch",https://zerolifestyle.co/products/orbit-2
9982571938070,Striker Earbuds,Earbuds,"Rs.7,999","Rs.13,999",43% OFF,4.92,235,Out of Stock,"Gaming Black, Gaming Camou Beige, Jet Black, Camou Beige, Camou Gray, Gaming Camou Gray, Forest Green, Gaming-Forest Green","10 10 Sale, Arcade Series, army, Clearance, defence bestsellers, defence-earbuds, earbuds, Gaming Earbuds, Hot deals, pubg, Striker",https://zerolifestyle.co/products/striker-earbuds
9971379798294,Storm Headphones,Headphones,"Rs.6,999","Rs.22,999",70% OFF,4.86,310,In Stock,"Black, Midnight Blue, Blue, Red, Beige, White","10 10 Sale, 11 11 Pair One, 11 11 Pair Two, defence bestsellers, defence watches, defence-earbuds, earbuds, Experience at Zero, Funday Sale, Hot deals, jinnah-sale, Monsoon 1000, Monsoon 2000, Monsoon 500, storm, Summer 1000, Summer 2000, Summer 500",https://zerolifestyle.co/products/storm
9923380248854,Jewel Smartwatch,Smart Watch,"Rs.12,999","Rs.27,000",52% OFF,4.89,151,In Stock,"Golden Milannese, Gold Metal, Silver Metal, Pink Leather, Pearl White Leather, Silver Milannese, Black Milannese, Black Metal","Hot deals, jewel, jinnah-sale, platinum series products, sale, smart watch, smart watch price, smart watch price in pakistan, smartwatch",https://zerolifestyle.co/products/jewel-smartwatch
9813766734102,Vibe Earbuds,Earbuds,"Rs.3,999","Rs.14,999",73% OFF,4.82,265,In Stock,"Jet Black, Pearl White, Storm Green, Midnight Blue","10 10 Sale, earbuds, Funday Sale, Hot deals, jinnah-sale, sale, vibe",https://zerolifestyle.co/products/vibe-earbuds
9908486340886,Edge Smartwatch,Smart Watch,"Rs.6,499","Rs.9,999",35% OFF,4.74,253,In Stock,"Jet Black, Midnight Blue, Gray, Rose Pink, Red Berry","10 10 Sale, compare, defence bestsellers, defence watches, Edge, Hot deals, jinnah-sale, Monsoon 1000, Monsoon 2000, Monsoon 500, smart watch, smartwatch",https://zerolifestyle.co/products/edge-smartwatch
